id,siblings_id,arb_sample,arb_attention_check,arb_distractions,arb_sped,arb_csd,arb_eco_shift,arb_abs_shift,age,test_envr,unp_perceived,unp_interview,unp_agg,vio_neighborhood,vio_fighting,vio_agg,ses_perceived,ses_interview,ses_school,ses_agg,abs_shifting_sc,eco_shifting_sc,abs_updating,eco_updating
p0083,wjms_sibling_110,wjms,0,0,0,3,30,31,15,1.25,1.1666666666666667,-0.7931382738148606,-1.0472648387209618,2,2,-0.07207028530717594,4.333333333333333,1.7313074554563022,0.5,1.1030226304231414,315.1380952380954,190.4571428571429,0.8666666666666667,0.8666666666666667
p0084,wjms_sibling_160,wjms,0,0,1,6,31,32,15,1,1.3333333333333333,-0.7931382738148606,-0.9329751375778845,1.4285714285714286,1.5,-0.6282544403123188,4,1.755840533421835,0.5,0.9463656987392357,46.375,104.99523809523794,0.6666666666666666,0.8666666666666667
p0085,sibling_000,wjms,1,0,0,2,30,32,15,1,2.3333333333333335,-0.3918733414397371,-0.00444353683058113,1.2857142857142858,1,-0.8980933514213438,2.8333333333333335,-1.4804328266590252,0.5,-0.876478758130101,-53.625,225.75897435897423,0.4,0.4666666666666667
p0086,wjms_sibling_150,wjms,0,0,0,8,27,32,14,1,2.6666666666666665,0.39571470566380235,0.7006818068382321,1.7142857142857142,2,-0.26296711457125455,3.6666666666666665,-0.15515571825195562,0.5,0.0471391424762325,115,368.659090909091,0.7333333333333333,0.7333333333333333
p0087,sibling_000,wjms,0,0,0,4,30,11,14,1,2.3333333333333335,0.4266095015047733,0.4907959203081964,3,8,2.688754574840929,3,-0.146262185518704,-0.5,-0.6149203599283433,297.5,108.39999999999986,0.6,0.8
p0088,sibling_000,wjms,0,1,0,7,26,22,15,1.25,2.5,-0.7931382738148606,-0.13294722957634442,1.4285714285714286,2.5,-0.2794734473583471,3.6666666666666665,-1.0149981436463962,0.5,-0.28274109092808924,-79.45000000000005,49.618181818181824,1,0.8666666666666667
p0089,wjms_sibling_330,wjms,0,1,0,5,21,31,14,1.25,2.6666666666666665,-0.7931382738148606,-0.018657528433267345,3.2857142857142856,3.5,1.3101369358121349,3.5,-0.5635703175132177,0.5,-0.1925844673760604,99.26666666666677,256.68888888888887,0.5333333333333333,0.7333333333333333
p0090,sibling_000,wjms,0,1,0,4,27,26,15,1.25,3,-0.7931382738148606,0.20992187385288708,1.1428571428571428,1.5,-0.8191512695763974,3.8333333333333335,-0.9967817557639973,-0.5,-0.526051123724014,-189.4666666666667,360.28671328671317,0.6666666666666666,0.5333333333333333
p0091,sibling_000,wjms,0,0,0,2,30,30,14,1,2,-0.7931382738148606,-0.4758163330055759,1.7142857142857142,3.5,0.26020437485970294,4.333333333333333,-0.13973272281026533,0.5,0.3851943952877344,302.2871794871795,302.28205128205116,1,1
p0092,sibling_000,wjms,0,0,0,8,29,32,14,1,1.8333333333333333,-0.3918733414397371,-0.3473126402598128,1.5714285714285714,3.5,0.16475596022766376,3.6666666666666665,0.5696567246764002,0.5,0.32521485819574736,197.875,332.89772727272725,0.7333333333333333,0.9333333333333333
p0093,sibling_000,wjms,0,0,0,10,30,25,15,2.25,1,-0.7931382738148606,-1.161554539864039,1.8571428571428572,2.5,0.0068717965377706886,4.333333333333333,-0.40135029611055795,0.5,0.2848243000305915,80.86363636363637,551.0358974358974,0.7333333333333333,0.8
p0094,sibling_000,wjms,0,0,0,8,30,30,14,1,2.6666666666666665,-0.7931382738148606,-0.018657528433267345,2.2857142857142856,3.5,0.64199803338786,2.6666666666666665,-1.3816226928886222,-0.5,-1.254937937377558,-10.799999999999955,371.4769230769232,0.9333333333333333,0.8666666666666667
p0095,wjms_sibling_350,wjms,0,0,0,0,30,29,13,1,1,1.32970838948569,0.12291640315498864,1,1.5,-0.9145996842084366,4,-0.6050495290365393,-0.5,-0.2927277388230134,394.6547619047619,583.1499999999999,0.5333333333333333,0.6666666666666666
p0096,sibling_000,wjms,0,0,0,3,30,28,15,1,1.6666666666666667,-0.48507012179134407,-0.5179929222272466,1.1428571428571428,2,-0.6447607730994116,4.333333333333333,-0.8403666654771617,0.5,0.11639480862867824,317.6783216783217,377.1428571428571,0.7333333333333333,0.7333333333333333
p0097,wjms_sibling_130,wjms,0,1,0,3,31,30,14,2,3.1666666666666665,0.7969796380389258,1.286344304156304,3.142857142857143,5.5,1.912250507088039,2.1666666666666665,-0.7320044259590222,-0.5,-1.2548142575656516,83.68205128205125,218.6952380952381,0.9333333333333333,1
p0098,sibling_000,wjms,0,0,0,3,23,30,15,1,1.1666666666666667,-0.5925058076272989,-0.9258681417765415,3.5714285714285716,8,3.0705482333690863,3.6666666666666665,-0.5070470294437586,-0.5,-0.42119798276194176,495.3571428571429,254.125,0.2,0.6
p0099,sibling_000,wjms,0,0,0,6,31,28,15,1,2.1666666666666665,-0.7931382738148606,-0.36152663186249884,2.4285714285714284,1.5,0.0398844621119559,3.5,-1.1126786896436625,-0.5,-0.7365843049581959,312.56818181818187,632.8333333333333,0.4666666666666667,0.5333333333333333
p0100,sibling_000,wjms,0,0,0,7,21,25,14,1.25,3.1666666666666665,-0.10611924994199098,0.7399062121648944,3.5714285714285716,5.5,2.1985957509841567,2.5,0.9223271074664448,0.5,-0.12072429066889678,-5.066666666666663,10.833333333333371,0.6,0.6
p0101,sibling_000,wjms,0,0,0,3,32,29,13,2.5,3.8333333333333335,0.8661482851548468,1.7853549857031858,1.4285714285714286,2,-0.45386394383533296,2.6666666666666665,0.3844117083422204,-0.5,-0.5773953746099186,444.36363636363626,612.75,0.6666666666666666,0.8666666666666667
p0102,sibling_000,wjms,0,0,NA,9,24,21,15,1.25,1.1666666666666667,0.09451321624557076,-0.5101735046076112,1.7142857142857142,1.5,-0.43735761104824034,4.333333333333333,NA,NA,0.802768611157745,11.375,331.31111111111113,1,0.6666666666666666
p0104,sibling_000,wjms,0,0,0,4,32,30,14,1.75,2,-0.7931382738148606,-0.4758163330055759,1.7142857142857142,1,-0.6117481075252262,3,-1.0570473341905542,-0.5,-0.9643448690612028,14.230769230769283,141.8375000000001,0.8666666666666667,0.8666666666666667
p0106,sibling_000,wjms,0,0,0,4,31,27,13,1.25,2.1666666666666665,-0.7931382738148606,-0.36152663186249884,1.7142857142857142,2,-0.26296711457125455,3.8333333333333335,-0.3749310993399957,0.5,0.0458564339384771,46.469696969697,34.20476190476211,0.6,0.7333333333333333
p0107,sibling_000,wjms,0,0,0,6,26,32,13,1.25,1,-0.7931382738148606,-1.161554539864039,1,2,-0.7402091877314508,5,1.388484569610721,0.5,1.3036361480458158,782.375,971.9444444444443,0.7333333333333333,0.8
